Customer_ID,Age,Gender,City,Signup_Date,Loyalty_Status,Total_Orders,Average_Spend,Customer_Lifetime_Value
C100949,18,Female,Kolkata,2025-06-18,New,7.0,291.66,2041.59
C100950,18,Female,Mumbai,2024-08-23,Silver,3.0,235.67,707.01
C100951,35,Male,Pune,2023-01-04,New,3.0,376.32,1128.96
C100952,35,Male,Ahmedabad,2025-06-09,New,0.0,0.0,0.0
C100953,21,Male,Chennai,2024-03-26,Silver,8.0,383.19,3065.5
C100954,25,Male,Hyderabad,2024-04-17,Silver,6.0,294.3,1765.79
C100955,43,Female,Delhi NCR,2024-08-24,New,2.0,220.96,441.91
C100956,27,Female,Delhi NCR,2025-07-27,Silver,7.0,346.46,2425.25
C100957,51,Male,Hyderabad,2024-06-26,New,8.0,305.09,2440.7
C100958,31,Male,Bengaluru,2023-08-02,New,3.0,377.72,1133.16
C100959,35,Female,Mumbai,2025-01-24,Gold,6.0,258.35,1550.12
C100960,46,Male,Mumbai,2024-10-14,Gold,2.0,285.88,571.77
C100961,32,Female,Bengaluru,2023-03-09,New,6.0,299.02,1794.15
C100962,22,Other,Bengaluru,2024-07-02,Gold,6.0,470.84,2825.03
C100963,30,Male,Bengaluru,2025-03-19,Gold,0.0,0.0,0.0
C100964,31,Male,Bengaluru,2025-06-29,Silver,6.0,264.21,1585.28
C100965,19,Male,Delhi NCR,2023-10-19,Platinum,13.0,321.77,4182.99
C100966,29,Male,Kolkata,2024-06-22,New,4.0,266.92,1067.66
C100967,24,Male,Hyderabad,2025-04-28,New,6.0,261.92,1571.54
C100968,39,Male,Delhi NCR,2024-08-24,Gold,4.0,270.62,1082.46
C100969,31,Male,Bengaluru,2024-03-08,Silver,4.0,286.17,1144.66
C100970,28,Male,Bengaluru,2023-07-09,New,4.0,372.38,1489.5
C100971,30,Male,Hyderabad,2023-02-14,New,5.0,412.6,2063.02
C100972,33,Female,Hyderabad,2024-12-11,New,6.0,396.28,2377.7
C100973,37,Male,Pune,2025-09-19,New,6.0,299.22,1795.31
C100974,22,Female,Pune,2024-09-10,New,5.0,221.54,1107.69
C100975,22,Male,Delhi NCR,2025-03-14,Platinum,5.0,366.05,1830.26
C100976,41,Male,Mumbai,2024-11-28,New,3.0,282.67,848.0
C100977,27,Male,Delhi NCR,2023-12-25,Gold,3.0,450.75,1352.24
C100978,18,Female,Bengaluru,2024-06-22,New,5.0,256.13,1280.63
C100979,35,Male,Bengaluru,2023-10-06,New,6.0,265.92,1595.51
C100980,35,Male,Chennai,2023-08-18,Gold,2.0,220.54,441.08
C100981,18,Male,Delhi NCR,2024-08-29,New,3.0,357.47,1072.42
C100982,33,Other,Hyderabad,2024-10-27,New,7.0,343.5,2404.49
C100983,38,Male,Mumbai,2025-10-13,Gold,3.0,391.04,1173.13
C100984,34,Male,Bengaluru,2023-09-01,New,3.0,361.59,1084.78
C100985,37,Female,Pune,2023-10-26,New,2.0,291.86,583.71
C100986,18,Male,Delhi NCR,2023-06-21,Platinum,5.0,270.25,1351.25
C100987,34,Male,Mumbai,2025-09-03,Silver,3.0,293.59,880.76
C100988,28,Female,Bengaluru,2025-03-15,Silver,6.0,406.44,2438.61
C100989,27,Male,Pune,2023-12-07,New,5.0,353.05,1765.23
C100990,39,Male,Delhi NCR,2025-09-25,New,5.0,314.71,1573.54
C100991,44,Male,Jaipur,2024-12-26,Silver,6.0,316.81,1900.84
C100992,47,Male,Lucknow,2024-05-05,Silver,9.0,359.13,3232.2
C100993,43,Female,Kolkata,2024-01-29,New,5.0,348.15,1740.73
C100994,30,Female,Mumbai,2024-08-09,Gold,6.0,399.38,2396.27
C100995,34,Female,Pune,2023-03-29,Gold,5.0,364.33,1821.66
C100996,38,Male,Delhi NCR,2023-06-27,Silver,8.0,373.24,2985.89
C100997,31,Female,Kolkata,2025-08-22,Silver,1.0,90.98,90.98
C100998,32,Female,Bengaluru,2023-08-01,Silver,3.0,308.54,925.62
C100999,38,Male,Delhi NCR,2023-06-18,Gold,6.0,468.37,2810.2
C101000,30,Female,Mumbai,2025-06-04,New,7.0,337.11,2359.76
C101001,24,Female,Chennai,2025-08-31,Gold,6.0,393.87,2363.21
C101002,27,Female,Kolkata,2025-04-22,Silver,7.0,321.51,2250.56
C101003,37,Male,Bengaluru,2023-04-17,Platinum,2.0,209.42,418.84
C101004,31,Male,Bengaluru,2025-05-14,Platinum,2.0,268.63,537.26
C101005,34,Female,Chennai,2023-10-02,New,5.0,348.38,1741.9
C101006,37,Female,Kolkata,2023-01-12,New,2.0,372.35,744.7
C101007,28,Male,Chennai,2025-08-06,Silver,5.0,355.97,1779.87
C101008,38,Male,Bengaluru,2023-10-03,Silver,6.0,293.74,1762.44
C101009,34,Female,Pune,2024-11-09,Gold,6.0,456.17,2737.02
C101010,20,Male,Kolkata,2023-03-18,New,2.0,386.9,773.8
C101011,44,Male,Delhi NCR,2023-07-15,Silver,6.0,326.0,1955.97
C101012,26,Female,Bengaluru,2025-06-26,Platinum,3.0,453.98,1361.95
C101013,18,Male,Delhi NCR,2024-09-01,Platinum,4.0,395.08,1580.33
C101014,22,Male,Bengaluru,2025-10-25,New,8.0,424.46,3395.64
C101015,22,Male,Chennai,2023-07-05,Platinum,8.0,349.38,2795.08
C101016,31,Female,Delhi NCR,2025-07-06,New,8.0,266.97,2135.78
C101017,29,Male,Hyderabad,2025-06-19,Silver,4.0,347.32,1389.28
C101018,28,Female,Delhi NCR,2025-08-09,New,6.0,538.51,3231.07
C101019,37,Other,Ahmedabad,2023-02-21,Silver,3.0,449.98,1349.93
C101020,34,Female,Kolkata,2023-04-18,New,3.0,281.37,844.1
C101021,34,Male,Bengaluru,2024-06-29,New,3.0,409.51,1228.54
C101022,35,Male,Pune,2023-04-30,New,6.0,427.6,2565.62
C101023,37,Male,Delhi NCR,2023-03-07,Gold,13.0,308.79,4014.22
C101024,18,Female,Kolkata,2025-04-15,Silver,9.0,344.54,3100.9
C101025,28,Female,Pune,2024-12-16,Silver,3.0,180.96,542.89
C101026,18,Female,Delhi NCR,2025-05-19,Silver,6.0,343.05,2058.3
C101027,31,Male,Lucknow,2025-08-21,New,2.0,377.48,754.96
C101028,31,Male,Delhi NCR,2023-05-27,New,6.0,357.74,2146.44
C101029,40,Female,Hyderabad,2025-05-05,New,3.0,172.78,518.35
C101030,42,Male,Delhi NCR,2023-02-15,Silver,8.0,360.05,2880.42
C101031,33,Female,Pune,2024-01-18,Platinum,6.0,357.63,2145.77
C101032,26,Male,Delhi NCR,2023-11-03,New,3.0,217.28,651.84
C101033,35,Female,Delhi NCR,2023-09-02,Silver,5.0,494.14,2470.71
C101034,26,Female,Bengaluru,2025-01-10,Gold,2.0,335.88,671.75
C101035,31,Male,Lucknow,2023-05-05,Gold,6.0,295.49,1772.96
C101036,40,Male,Mumbai,2025-04-13,New,7.0,261.2,1828.37
C101037,26,Female,Hyderabad,2025-06-18,Platinum,1.0,211.05,211.05
C101038,38,Male,Bengaluru,2024-11-16,Silver,2.0,143.58,287.15
C101039,37,Male,Kolkata,2023-03-25,Silver,6.0,269.23,1615.37
C101040,22,Male,Mumbai,2024-09-06,Gold,9.0,259.03,2331.25
C101041,40,Male,Hyderabad,2024-10-09,New,3.0,445.29,1335.86
C101042,37,Female,Jaipur,2024-01-20,Gold,7.0,300.07,2100.5
C101043,32,Male,Mumbai,2024-01-14,Silver,4.0,394.54,1578.18
C101044,24,Male,Bengaluru,2024-04-28,Gold,2.0,324.06,648.13
C101045,23,Female,Ahmedabad,2025-10-22,Gold,9.0,403.43,3630.91
C101046,26,Male,Mumbai,2023-01-04,Silver,3.0,151.68,455.04
C101047,36,Male,Bengaluru,2024-06-08,New,6.0,369.16,2214.99
C101048,22,Female,Mumbai,2023-11-23,New,1.0,86.7,86.7
C101049,35,Female,Chennai,2024-07-19,Gold,3.0,317.47,952.41
C101050,20,Female,Jaipur,2023-01-05,Silver,5.0,412.24,2061.21
C101051,29,Female,Hyderabad,2025-08-03,Gold,6.0,332.51,1995.07
C101052,32,Male,Hyderabad,2024-04-15,New,5.0,308.57,1542.83
C101053,53,Male,Bengaluru,2025-09-25,Silver,4.0,567.81,2271.22
C101054,19,Female,Delhi NCR,2023-06-08,Gold,6.0,270.57,1623.41
C101055,44,Female,Delhi NCR,2024-08-24,Gold,6.0,276.73,1660.39
C101056,32,Female,Delhi NCR,2024-12-01,New,1.0,249.25,249.25
C101057,35,Male,Delhi NCR,2025-03-31,New,7.0,337.74,2364.2
C101058,32,Male,Pune,2023-01-10,Gold,9.0,262.31,2360.75
C101059,35,Male,Delhi NCR,2024-10-15,Gold,5.0,318.29,1591.47
C101060,30,Female,Delhi NCR,2023-06-02,Silver,5.0,248.78,1243.88
C101061,44,Female,Bengaluru,2024-03-16,Silver,8.0,294.21,2353.66
C101062,27,Male,Mumbai,2023-02-24,New,2.0,348.0,696.01
C101063,41,Male,Delhi NCR,2023-03-01,Silver,3.0,311.44,934.33
C101064,25,Male,Delhi NCR,2025-02-28,New,7.0,304.31,2130.17
C101065,30,Male,Mumbai,2025-01-09,New,7.0,382.27,2675.91
C101066,21,Female,Hyderabad,2025-07-11,Gold,5.0,545.16,2725.79
C101067,35,Female,Chennai,2024-12-22,New,4.0,381.57,1526.26
C101068,44,Male,Kolkata,2024-09-05,Gold,7.0,348.77,2441.41
C101069,30,Female,Chennai,2023-05-01,Silver,1.0,582.96,582.96
C101070,29,Female,Hyderabad,2025-02-27,New,7.0,365.32,2557.22
C101071,21,Male,Ahmedabad,2023-08-25,New,6.0,254.23,1525.39
C101072,29,Male,Bengaluru,2023-04-20,New,3.0,337.33,1011.99
C101073,18,Male,Hyderabad,2025-01-24,Silver,4.0,207.92,831.66
C101074,23,Male,Bengaluru,2024-08-28,Gold,8.0,329.25,2634.0
C101075,33,Male,Mumbai,2023-06-04,Gold,7.0,390.66,2734.59
C101076,43,Female,Mumbai,2024-07-19,Gold,0.0,0.0,0.0
C101077,56,Male,Delhi NCR,2024-12-12,Gold,6.0,229.28,1375.67
C101078,26,Male,Chennai,2024-05-28,Gold,5.0,486.16,2430.8
C101079,44,Female,Delhi NCR,2025-01-09,Silver,2.0,286.16,572.32
C101080,33,Male,Pune,2024-06-03,Silver,8.0,333.55,2668.39
C101081,30,Female,Kolkata,2023-12-30,Silver,4.0,296.14,1184.54
C101082,35,Female,Bengaluru,2023-08-19,New,8.0,324.96,2599.7
C101083,32,Female,Delhi NCR,2023-09-23,Silver,4.0,363.04,1452.17
C101084,32,Female,Bengaluru,2025-04-13,Gold,8.0,285.02,2280.16
C101085,27,Female,Mumbai,2024-01-20,New,5.0,242.97,1214.85
C101086,18,Female,Lucknow,2025-01-07,Platinum,2.0,239.63,479.26
C101087,18,Male,Pune,2024-01-05,New,0.0,0.0,0.0
C101088,37,Male,Pune,2024-06-25,Gold,6.0,241.62,1449.7
C101089,29,Male,Bengaluru,2024-09-17,Platinum,3.0,332.6,997.81
C101090,26,Male,Pune,2024-05-07,New,4.0,313.62,1254.48
C101091,31,Male,Pune,2025-02-05,Gold,2.0,646.88,1293.76
C101092,38,Male,Delhi NCR,2025-08-09,Gold,4.0,366.54,1466.16
C101093,33,Male,Mumbai,2025-06-06,Gold,6.0,336.07,2016.4
C101094,25,Male,Delhi NCR,2025-08-07,Platinum,10.0,343.05,3430.5
C101095,42,Male,Bengaluru,2023-01-31,Silver,3.0,281.63,844.9
C101096,45,Female,Kolkata,2025-02-21,Silver,7.0,412.42,2886.97
C101097,35,Female,Hyderabad,2025-01-18,Silver,4.0,301.89,1207.57
C101098,40,Female,Bengaluru,2024-02-29,Silver,7.0,356.29,2494.02
C101099,42,Female,Ahmedabad,2023-11-20,New,8.0,297.64,2381.14
C101100,41,Female,Delhi NCR,2023-02-24,New,4.0,379.78,1519.1
C101101,37,Female,Delhi NCR,2025-05-13,New,7.0,323.33,2263.29
C101102,36,Male,Ahmedabad,2025-05-15,Gold,7.0,406.79,2847.53
C101103,36,Female,Ahmedabad,2023-03-19,Platinum,5.0,329.77,1648.83
C101104,21,Male,Pune,2024-08-22,Platinum,5.0,380.85,1904.23
C101105,37,Female,Mumbai,2024-07-21,New,4.0,349.6,1398.39
C101106,19,Female,Jaipur,2023-06-27,Silver,1.0,371.49,371.49
C101107,24,Male,Chennai,2024-07-19,Silver,4.0,348.04,1392.18
C101108,43,Female,Pune,2025-04-16,New,7.0,360.29,2522.06
C101109,39,Male,Mumbai,2023-12-03,Silver,2.0,250.6,501.19
C101110,44,Male,Bengaluru,2025-01-17,New,5.0,290.05,1450.23
C101111,29,Male,Kolkata,2025-09-26,Platinum,2.0,407.72,815.45
C101112,21,Male,Kolkata,2024-04-13,New,3.0,255.52,766.57
C101113,29,Male,Hyderabad,2023-04-21,Gold,4.0,331.8,1327.22
C101114,32,Female,Bengaluru,2023-11-03,Gold,2.0,338.18,676.37
C101115,32,Male,Pune,2023-05-21,Gold,9.0,296.56,2669.08
C101116,41,Male,Bengaluru,2023-12-30,New,5.0,471.34,2356.71
C101117,28,Female,Bengaluru,2024-10-25,New,1.0,528.06,528.06
C101118,34,Male,Delhi NCR,2023-07-28,Platinum,5.0,330.2,1651.0
C101119,22,Male,Delhi NCR,2024-06-13,New,5.0,325.03,1625.15
C101120,35,Female,Chennai,2025-10-25,New,4.0,266.26,1065.04
C101121,31,Female,Delhi NCR,2023-09-30,Platinum,3.0,376.75,1130.24
C101122,24,Male,Delhi NCR,2025-06-25,Gold,3.0,320.46,961.38
C101123,29,Male,Ahmedabad,2023-11-10,Gold,6.0,393.23,2359.38
C101124,29,Female,Pune,2024-09-24,New,9.0,429.47,3865.19
C101125,29,Female,Delhi NCR,2023-06-11,Silver,4.0,429.3,1717.2
C101126,47,Male,Mumbai,2023-10-04,Gold,5.0,392.72,1963.59
C101127,30,Male,Chennai,2025-06-12,New,6.0,291.02,1746.09
C101128,29,Male,Bengaluru,2024-08-30,New,4.0,503.08,2012.34
C101129,18,Female,Bengaluru,2024-08-09,New,11.0,243.41,2677.47
C101130,23,Female,Bengaluru,2024-06-10,Silver,6.0,362.97,2177.81
C101131,29,Female,Delhi NCR,2023-09-10,New,7.0,443.81,3106.66
C101132,25,Male,Pune,2025-08-15,Gold,4.0,451.1,1804.41
C101133,43,Female,Delhi NCR,2024-02-10,New,7.0,392.07,2744.49
C101134,30,Female,Bengaluru,2023-01-12,New,3.0,192.93,578.78
C101135,43,Male,Delhi NCR,2025-07-22,Platinum,12.0,282.87,3394.46
C101136,32,Female,Delhi NCR,2023-02-17,Platinum,3.0,241.94,725.82
C101137,31,Male,Delhi NCR,2025-07-02,Silver,1.0,438.14,438.14
C101138,30,Male,Kolkata,2023-10-01,Platinum,7.0,293.77,2056.38
C101139,31,Female,Delhi NCR,2023-03-13,New,9.0,278.93,2510.4
C101140,46,Male,Mumbai,2023-08-16,Silver,7.0,283.52,1984.63
C101141,18,Female,Delhi NCR,2024-11-04,New,4.0,253.84,1015.35
C101142,18,Male,Chennai,2024-07-16,Silver,6.0,367.1,2202.62
C101143,26,Male,Bengaluru,2023-06-07,Gold,6.0,366.52,2199.15
C101144,31,Male,Jaipur,2023-11-06,Gold,8.0,274.19,2193.54
C101145,37,Female,Pune,2023-08-06,New,3.0,340.54,1021.63
C101146,35,Male,Hyderabad,2024-11-03,New,5.0,353.38,1766.89
C101147,28,Female,Pune,2025-06-09,Platinum,5.0,265.31,1326.55
C101148,40,Male,Delhi NCR,2023-09-20,Silver,4.0,170.42,681.69
C101149,40,Male,Jaipur,2025-07-11,New,7.0,299.01,2093.05
C101150,33,Female,Jaipur,2024-02-25,New,3.0,308.75,926.25
C101151,40,Male,Mumbai,2023-03-27,New,5.0,272.9,1364.5
C101152,33,Female,Hyderabad,2023-11-29,Silver,5.0,336.14,1680.69
C101153,26,Male,Delhi NCR,2025-06-19,Silver,5.0,296.66,1483.32
C101154,37,Male,Hyderabad,2025-04-12,Silver,6.0,471.1,2826.6
C101155,32,Female,Chennai,2025-01-20,Silver,5.0,383.96,1919.81
C101156,31,Female,Jaipur,2024-02-15,Silver,3.0,208.23,624.68
C101157,44,Female,Mumbai,2025-03-09,New,2.0,206.09,412.19
C101158,18,Male,Pune,2025-01-01,New,6.0,432.46,2594.74
C101159,18,Male,Pune,2025-03-26,New,4.0,197.95,791.81
C101160,20,Female,Mumbai,2024-07-28,Gold,4.0,372.56,1490.22
C101161,28,Female,Hyderabad,2024-06-06,Gold,4.0,272.12,1088.47
C101162,29,Female,Pune,2025-09-22,New,8.0,300.12,2400.98
C101163,18,Female,Chennai,2025-09-02,Silver,3.0,365.1,1095.3
C101164,22,Female,Lucknow,2024-07-06,Silver,3.0,299.94,899.82
C101165,23,Male,Delhi NCR,2023-07-26,Silver,11.0,351.58,3867.41
C101166,53,Female,Delhi NCR,2024-02-26,Silver,6.0,321.88,1931.25
C101167,47,Male,Delhi NCR,2024-06-04,Platinum,4.0,302.6,1210.41
C101168,27,Male,Delhi NCR,2024-11-28,New,3.0,509.66,1528.99
C101169,28,Female,Bengaluru,2023-11-25,Silver,3.0,280.79,842.38
C101170,21,Male,Kolkata,2023-02-16,Silver,5.0,333.72,1668.61
C101171,18,Male,Bengaluru,2025-04-27,Silver,5.0,248.98,1244.9
C101172,30,Female,Pune,2025-09-04,New,7.0,330.78,2315.45
C101173,22,Female,Mumbai,2023-03-27,Silver,3.0,204.82,614.45
C101174,30,Male,Mumbai,2023-11-25,New,9.0,302.54,2722.87
C101175,18,Female,Kolkata,2024-03-22,Gold,4.0,389.2,1556.81
C101176,24,Male,Pune,2025-02-22,Silver,9.0,329.31,2963.75
C101177,32,Female,Mumbai,2025-03-07,New,5.0,186.75,933.74
C101178,34,Male,Ahmedabad,2023-12-20,Platinum,7.0,295.63,2069.4
C101179,35,Male,Bengaluru,2023-11-18,Gold,8.0,333.34,2666.76
C101180,19,Male,Delhi NCR,2024-02-22,Silver,5.0,250.82,1254.1
C101181,39,Male,Bengaluru,2023-09-05,Platinum,2.0,205.64,411.29
C101182,24,Male,Pune,2024-03-25,Gold,6.0,278.57,1671.44
C101183,37,Male,Mumbai,2023-09-28,New,3.0,235.28,705.83
C101184,31,Female,Kolkata,2023-03-04,Silver,6.0,446.15,2676.88
C101185,19,Male,Hyderabad,2025-01-04,Silver,4.0,397.24,1588.95
C101186,28,Male,Bengaluru,2025-03-21,Silver,6.0,294.56,1767.37
C101187,34,Female,Kolkata,2023-10-23,Platinum,5.0,425.8,2129.02
C101188,37,Female,Bengaluru,2024-02-17,Silver,5.0,355.42,1777.11
C101189,30,Female,Bengaluru,2024-02-19,New,4.0,273.82,1095.27
C101190,45,Male,Delhi NCR,2023-01-23,Silver,7.0,449.73,3148.08
C101191,40,Male,Mumbai,2024-07-16,Gold,5.0,335.2,1676.01
C101192,29,Female,Bengaluru,2024-04-17,New,3.0,375.87,1127.61
C101193,38,Female,Delhi NCR,2025-08-26,New,4.0,342.47,1369.87
C101194,48,Male,Hyderabad,2024-01-18,New,8.0,422.28,3378.25
C101195,49,Female,Delhi NCR,2025-03-29,Silver,5.0,340.45,1702.23
C101196,20,Female,Mumbai,2024-02-07,New,3.0,377.74,1133.22
C101197,23,Female,Hyderabad,2023-07-10,New,11.0,420.65,4627.14
C101198,44,Male,Mumbai,2023-12-26,New,5.0,516.25,2581.23
C101199,21,Female,Hyderabad,2025-06-28,Silver,9.0,358.62,3227.55
C101200,19,Male,Pune,2023-09-22,New,4.0,327.74,1310.97
C101201,27,Female,Mumbai,2025-05-20,New,4.0,369.29,1477.18
C101202,35,Male,Delhi NCR,2024-11-16,Silver,5.0,354.27,1771.35
C101203,30,Male,Bengaluru,2025-02-06,New,9.0,337.88,3040.96
C101204,25,Male,Delhi NCR,2025-02-14,New,5.0,258.93,1294.64
C101205,25,Female,Bengaluru,2024-06-16,Silver,5.0,289.97,1449.83
C101206,25,Other,Pune,2024-09-11,New,5.0,305.08,1525.42
C101207,23,Female,Hyderabad,2023-03-13,New,6.0,356.96,2141.79
C101208,52,Female,Bengaluru,2024-12-21,Silver,3.0,342.87,1028.6
C101209,34,Other,Jaipur,2025-01-02,New,4.0,470.08,1880.3
C101210,39,Female,Delhi NCR,2023-04-17,Silver,9.0,314.93,2834.38
C101211,27,Male,Ahmedabad,2024-06-17,Platinum,4.0,257.21,1028.85
C101212,29,Female,Chennai,2024-06-08,Silver,8.0,425.75,3405.98
C101213,25,Male,Bengaluru,2023-11-16,Silver,6.0,258.04,1548.25
C101214,18,Male,Delhi NCR,2023-03-10,Gold,9.0,336.35,3027.17
C101215,19,Male,Delhi NCR,2023-01-11,Silver,3.0,321.6,964.8
C101216,18,Male,Ahmedabad,2023-08-03,Gold,5.0,333.4,1666.99
C101217,18,Female,Mumbai,2023-08-26,Silver,6.0,375.7,2254.22
C101218,20,Other,Kolkata,2023-08-07,Silver,7.0,210.29,1472.0
C101219,43,Male,Bengaluru,2024-09-15,Platinum,5.0,505.11,2525.54
C101220,31,Female,Bengaluru,2024-03-09,New,2.0,439.54,879.08
C101221,43,Male,Hyderabad,2023-04-26,Gold,7.0,292.32,2046.23
C101222,35,Male,Delhi NCR,2023-03-28,Silver,8.0,350.29,2802.29
C101223,38,Male,Bengaluru,2024-11-06,Silver,7.0,375.97,2631.81
C101224,23,Male,Jaipur,2025-08-20,Silver,4.0,292.02,1168.07
C101225,36,Male,Mumbai,2025-04-24,New,3.0,352.06,1056.18
C101226,38,Male,Ahmedabad,2025-02-19,New,7.0,318.12,2226.82
C101227,31,Male,Lucknow,2023-11-24,Platinum,6.0,354.8,2128.77
C101228,36,Male,Delhi NCR,2024-12-26,Silver,7.0,267.59,1873.12
C101229,36,Female,Hyderabad,2023-03-26,Gold,11.0,324.11,3565.26
C101230,26,Male,Delhi NCR,2023-06-26,New,9.0,305.17,2746.54
C101231,21,Male,Hyderabad,2023-05-24,New,11.0,353.27,3885.92
C101232,20,Male,Lucknow,2023-07-09,New,1.0,231.38,231.38
C101233,32,Male,Ahmedabad,2024-01-04,New,3.0,255.61,766.82
C101234,34,Male,Ahmedabad,2023-02-14,Silver,4.0,198.03,792.12
C101235,24,Male,Delhi NCR,2025-04-17,Platinum,12.0,313.39,3760.69
C101236,31,Female,Hyderabad,2025-01-06,Gold,3.0,280.11,840.32
C101237,36,Female,Mumbai,2024-10-15,Silver,8.0,341.43,2731.46
C101238,37,Female,Ahmedabad,2023-06-30,New,3.0,227.38,682.15
C101239,45,Female,Delhi NCR,2025-06-12,Silver,7.0,341.21,2388.45
C101240,42,Male,Delhi NCR,2023-01-07,Silver,6.0,374.16,2244.95
C101241,22,Male,Delhi NCR,2025-10-21,Silver,2.0,362.78,725.56
C101242,46,Male,Delhi NCR,2025-01-18,Silver,9.0,312.32,2810.91
C101243,26,Male,Delhi NCR,2023-07-28,New,1.0,428.79,428.79
C101244,40,Male,Delhi NCR,2023-07-22,New,4.0,457.16,1828.64
C101245,32,Male,Kolkata,2024-12-16,Platinum,4.0,360.24,1440.97
C101246,27,Female,Chennai,2025-04-12,Gold,6.0,414.08,2484.5
C101247,18,Male,Mumbai,2024-04-25,Platinum,6.0,373.01,2238.07
C101248,29,Male,Chennai,2023-03-03,New,3.0,437.79,1313.36
C101249,18,Female,Bengaluru,2024-05-23,Silver,8.0,366.43,2931.44
C101250,40,Male,Chennai,2024-05-08,New,4.0,383.85,1535.41
C101251,45,Female,Mumbai,2023-12-02,Gold,5.0,407.66,2038.28
C101252,24,Female,Hyderabad,2025-07-19,New,5.0,298.84,1494.19
C101253,34,Female,Bengaluru,2023-12-19,Silver,1.0,302.71,302.71
C101254,24,Male,Delhi NCR,2023-09-08,New,3.0,352.07,1056.22
C101255,25,Male,Hyderabad,2024-11-27,New,5.0,427.03,2135.16
C101256,38,Female,Chennai,2024-09-28,New,4.0,206.4,825.62
C101257,31,Female,Chennai,2024-10-01,Silver,2.0,208.12,416.25
C101258,47,Female,Mumbai,2024-06-03,Gold,4.0,260.29,1041.15
C101259,27,Male,Bengaluru,2023-11-25,Platinum,2.0,708.18,1416.36
C101260,40,Male,Chennai,2023-09-23,Silver,5.0,339.58,1697.89
C101261,32,Male,Delhi NCR,2023-05-03,Silver,5.0,289.04,1445.19
C101262,38,Male,Delhi NCR,2023-07-11,Gold,3.0,337.48,1012.45
C101263,27,Male,Mumbai,2024-08-18,New,1.0,221.95,221.95
C101264,31,Female,Mumbai,2024-02-23,Gold,4.0,278.34,1113.37
C101265,30,Male,Mumbai,2025-01-31,Gold,4.0,425.04,1700.16
C101266,23,Female,Delhi NCR,2025-04-08,Silver,2.0,396.81,793.62
C101267,37,Female,Hyderabad,2024-07-29,New,5.0,300.29,1501.43
C101268,37,Male,Pune,2023-04-18,New,6.0,211.98,1271.85
C101269,36,Male,Chennai,2023-01-04,New,3.0,392.0,1176.0
C101270,45,Female,Pune,2023-08-24,Platinum,5.0,317.66,1588.32
C101271,44,Male,Bengaluru,2023-10-18,Silver,3.0,350.95,1052.84
C101272,28,Male,Jaipur,2023-03-17,Silver,5.0,234.53,1172.63
C101273,34,Female,Pune,2025-03-12,Silver,5.0,299.14,1495.72
C101274,25,Female,Bengaluru,2024-01-14,Gold,4.0,302.4,1209.6
C101275,31,Female,Delhi NCR,2025-02-03,New,6.0,282.42,1694.53
C101276,26,Other,Pune,2023-08-04,New,4.0,242.92,971.67
C101277,46,Male,Hyderabad,2023-01-11,Silver,3.0,229.81,689.43
C101278,34,Female,Pune,2023-05-22,New,7.0,338.56,2369.9
C101279,29,Female,Chennai,2024-04-29,New,4.0,381.12,1524.48
C101280,42,Female,Ahmedabad,2024-05-09,Silver,5.0,321.33,1606.67
C101281,18,Female,Jaipur,2024-03-26,New,6.0,425.86,2555.14
C101282,18,Female,Hyderabad,2025-09-15,Platinum,4.0,264.3,1057.18
C101283,38,Female,Jaipur,2024-11-02,Gold,2.0,298.84,597.67
C101284,31,Male,Ahmedabad,2025-01-23,Platinum,5.0,499.66,2498.28
C101285,33,Female,Delhi NCR,2023-05-09,Platinum,3.0,340.29,1020.88
C101286,19,Male,Hyderabad,2024-04-24,New,7.0,258.56,1809.94
C101287,31,Female,Delhi NCR,2024-10-02,New,6.0,336.28,2017.7
C101288,49,Female,Mumbai,2024-08-25,Silver,6.0,268.34,1610.03
C101289,38,Female,Mumbai,2025-09-02,New,5.0,450.16,2250.78
C101290,33,Male,Bengaluru,2024-05-04,Platinum,3.0,331.07,993.21
C101291,27,Male,Delhi NCR,2024-01-18,New,6.0,360.27,2161.64
C101292,27,Male,Mumbai,2025-08-30,Silver,5.0,375.06,1875.3
C101293,18,Male,Delhi NCR,2023-12-14,Silver,8.0,445.59,3564.7
C101294,33,Male,Pune,2024-08-10,Gold,4.0,374.0,1495.98
C101295,39,Female,Ahmedabad,2023-01-30,Silver,3.0,323.73,971.19
C101296,18,Male,Lucknow,2023-06-20,Silver,7.0,353.94,2477.57
C101297,25,Female,Bengaluru,2023-03-01,New,6.0,250.06,1500.37
C101298,21,Male,Mumbai,2024-03-06,Silver,7.0,415.73,2910.13
C101299,22,Female,Kolkata,2025-08-17,Gold,6.0,249.24,1495.45
C101300,31,Female,Delhi NCR,2023-03-15,Silver,5.0,324.48,1622.39
C101301,18,Female,Lucknow,2025-10-01,Gold,8.0,444.29,3554.31
C101302,37,Female,Pune,2025-06-14,New,6.0,262.48,1574.86
C101303,38,Female,Bengaluru,2023-01-06,New,3.0,253.99,761.97
C101304,29,Female,Delhi NCR,2023-01-16,Platinum,3.0,363.75,1091.24
C101305,18,Female,Delhi NCR,2025-07-16,New,7.0,213.31,1493.19
C101306,22,Male,Hyderabad,2024-08-25,Silver,3.0,221.08,663.25
C101307,42,Male,Bengaluru,2023-06-29,Silver,3.0,246.13,738.4
C101308,18,Female,Kolkata,2025-09-09,Platinum,6.0,372.07,2232.44
