Customer_ID,Age,Gender,City,Signup_Date,Loyalty_Status
C101157,44.0,Female,Mumbai,2025-03-09,New
C101158,18.0,Male,Pune,2025-01-01,New
C101159,18.0,Male,Pune,2025-03-26,New
C101160,20.0,Female,Mumbai,2024-07-28,Gold
C101161,28.0,Female,Hyderabad,2024-06-06,Gold
C101162,29.0,Female,Pune,2025-09-22,New
C101163,18.0,Female,Chennai,2025-09-02,Silver
C101164,22.0,Female,Lucknow,2024-07-06,Silver
C101165,23.0,Male,Delhi NCR,2023-07-26,Silver
C101166,53.0,Female,Delhi NCR,2024-02-26,Silver
C101167,47.0,Male,Delhi NCR,2024-06-04,Platinum
C101168,27.0,Male,Delhi NCR,2024-11-28,New
C101169,28.0,Female,Bengaluru,2023-11-25,Silver
C101170,21.0,Male,Kolkata,2023-02-16,Silver
C101171,18.0,Male,Bengaluru,2025-04-27,Silver
C101172,30.0,Female,Pune,2025-09-04,New
C101173,22.0,Female,Mumbai,2023-03-27,Silver
C101174,30.0,Male,Mumbai,2023-11-25,New
C101175,18.0,Female,Kolkata,2024-03-22,Gold
C101176,24.0,Male,Pune,2025-02-22,Silver
C101177,32.0,Female,Mumbai,2025-03-07,New
C101178,34.0,Male,Ahmedabad,2023-12-20,Platinum
C101179,35.0,Male,Bengaluru,2023-11-18,Gold
C101180,19.0,Male,Delhi NCR,2024-02-22,Silver
C101181,39.0,Male,Bengaluru,2023-09-05,Platinum
C101182,24.0,Male,Pune,2024-03-25,Gold
C101183,37.0,Male,Mumbai,2023-09-28,New
C101184,31.0,Female,Kolkata,2023-03-04,Silver
C101185,19.0,Male,Hyderabad,2025-01-04,Silver
C101186,28.0,Male,Bengaluru,2025-03-21,Silver
C101187,34.0,Female,Kolkata,2023-10-23,Platinum
C101188,37.0,Female,Bengaluru,2024-02-17,Silver
C101189,30.0,Female,Bengaluru,2024-02-19,New
C101190,45.0,Male,Delhi NCR,2023-01-23,Silver
C101191,40.0,Male,Mumbai,2024-07-16,Gold
C101192,29.0,Female,Bengaluru,2024-04-17,New
C101193,38.0,Female,Delhi NCR,2025-08-26,New
C101194,48.0,Male,Hyderabad,2024-01-18,New
C101195,49.0,Female,Delhi NCR,2025-03-29,Silver
C101196,20.0,Female,Mumbai,2024-02-07,New
C101197,23.0,Female,Hyderabad,2023-07-10,New
C101198,44.0,Male,Mumbai,2023-12-26,New
C101199,21.0,Female,Hyderabad,2025-06-28,Silver
C101200,19.0,Male,Pune,2023-09-22,New
C101201,27.0,Female,Mumbai,2025-05-20,New
C101202,35.0,Male,Delhi NCR,2024-11-16,Silver
C101203,30.0,Male,Bengaluru,2025-02-06,New
C101204,25.0,Male,Delhi NCR,2025-02-14,New
C101205,25.0,Female,Bengaluru,2024-06-16,Silver
C101206,25.0,Other,Pune,2024-09-11,New
C101207,23.0,Female,Hyderabad,2023-03-13,New
C101208,52.0,Female,Bengaluru,2024-12-21,Silver
C101209,34.0,Other,Jaipur,2025-01-02,New
C101210,39.0,Female,Delhi NCR,2023-04-17,Silver
C101211,27.0,Male,Ahmedabad,2024-06-17,Platinum
C101212,29.0,Female,Chennai,2024-06-08,Silver
C101213,25.0,Male,Bengaluru,2023-11-16,Silver
C101214,18.0,Male,Delhi NCR,2023-03-10,Gold
C101215,19.0,Male,Delhi NCR,2023-01-11,Silver
C101216,18.0,Male,Ahmedabad,2023-08-03,Gold
C101217,18.0,Female,Mumbai,2023-08-26,Silver
C101218,20.0,Other,Kolkata,2023-08-07,Silver
C101219,43.0,Male,Bengaluru,2024-09-15,Platinum
C101220,31.0,Female,Bengaluru,2024-03-09,New
C101221,43.0,Male,Hyderabad,2023-04-26,Gold
C101222,35.0,Male,Delhi NCR,2023-03-28,Silver
C101223,38.0,Male,Bengaluru,2024-11-06,Silver
C101224,23.0,Male,Jaipur,2025-08-20,Silver
C101225,36.0,Male,Mumbai,2025-04-24,New
C101226,38.0,Male,Ahmedabad,2025-02-19,New
C101227,,Male,Lucknow,2023-11-24,Platinum
C101228,36.0,Male,Delhi NCR,2024-12-26,Silver
C101229,36.0,Female,Hyderabad,2023-03-26,Gold
C101230,26.0,Male,Delhi NCR,2023-06-26,New
C101231,21.0,Male,Hyderabad,2023-05-24,New
C101232,20.0,Male,Lucknow,2023-07-09,New
C101233,32.0,Male,Ahmedabad,2024-01-04,New
C101234,34.0,Male,Ahmedabad,2023-02-14,Silver
C101235,24.0,Male,Delhi NCR,2025-04-17,Platinum
C101236,31.0,Female,Hyderabad,2025-01-06,Gold
C101237,36.0,Female,Mumbai,2024-10-15,Silver
C101238,37.0,Female,Ahmedabad,2023-06-30,New
C101239,45.0,Female,Delhi NCR,2025-06-12,Silver
C101240,42.0,Male,Delhi NCR,2023-01-07,Silver
C101241,22.0,Male,Delhi NCR,2025-10-21,Silver
C101242,46.0,Male,Delhi NCR,2025-01-18,Silver
C101243,26.0,Male,Delhi NCR,2023-07-28,New
C101244,40.0,Male,Delhi NCR,2023-07-22,New
C101245,32.0,Male,Kolkata,2024-12-16,Platinum
C101246,27.0,Female,Chennai,2025-04-12,Gold
C101247,18.0,Male,Mumbai,2024-04-25,Platinum
C101248,29.0,Male,Chennai,2023-03-03,New
C101249,18.0,Female,Bengaluru,2024-05-23,Silver
C101250,40.0,Male,Chennai,2024-05-08,New
C101251,45.0,Female,Mumbai,2023-12-02,Gold
C101252,24.0,Female,Hyderabad,2025-07-19,New
C101253,34.0,Female,Bengaluru,2023-12-19,Silver
C101254,24.0,Male,Delhi NCR,2023-09-08,New
C101255,25.0,Male,Hyderabad,2024-11-27,New
C101256,38.0,Female,Chennai,2024-09-28,New
C101257,31.0,Female,Chennai,2024-10-01,Silver
C101258,47.0,Female,Mumbai,2024-06-03,Gold
C101259,27.0,Male,Bengaluru,2023-11-25,Platinum
C101260,40.0,Male,Chennai,2023-09-23,Silver
C101261,32.0,Male,Delhi NCR,2023-05-03,Silver
C101262,38.0,Male,Delhi NCR,2023-07-11,Gold
C101263,27.0,Male,Mumbai,2024-08-18,New
C101264,31.0,Female,Mumbai,2024-02-23,Gold
C101265,30.0,Male,Mumbai,2025-01-31,Gold
C101266,23.0,Female,Delhi NCR,2025-04-08,Silver
C101267,37.0,Female,Hyderabad,2024-07-29,New
C101268,37.0,Male,Pune,2023-04-18,New
C101269,36.0,Male,Chennai,2023-01-04,New
C101270,45.0,Female,Pune,2023-08-24,Platinum
C101271,44.0,Male,Bengaluru,2023-10-18,Silver
C101272,28.0,Male,Jaipur,2023-03-17,Silver
C101273,34.0,Female,Pune,2025-03-12,Silver
C101274,25.0,Female,Bengaluru,2024-01-14,Gold
C101275,31.0,Female,Delhi NCR,2025-02-03,New
C101276,26.0,Other,Pune,2023-08-04,New
C101277,46.0,Male,Hyderabad,2023-01-11,Silver
C101278,34.0,Female,Pune,2023-05-22,New
C101279,29.0,Female,Chennai,2024-04-29,New
C101280,42.0,Female,Ahmedabad,2024-05-09,Silver
C101281,18.0,Female,Jaipur,2024-03-26,New
C101282,18.0,Female,Hyderabad,2025-09-15,Platinum
C101283,38.0,Female,Jaipur,2024-11-02,Gold
C101284,,Male,Ahmedabad,2025-01-23,Platinum
C101285,33.0,Female,Delhi NCR,2023-05-09,Platinum
C101286,19.0,Male,Hyderabad,2024-04-24,New
C101287,31.0,Female,Delhi NCR,2024-10-02,New
C101288,49.0,Female,Mumbai,2024-08-25,Silver
C101289,38.0,Female,Mumbai,2025-09-02,New
C101290,33.0,Male,Bengaluru,2024-05-04,Platinum
C101291,27.0,Male,Delhi NCR,2024-01-18,New
C101292,27.0,Male,Mumbai,2025-08-30,Silver
C101293,18.0,Male,Delhi NCR,2023-12-14,Silver
C101294,33.0,Male,Pune,2024-08-10,Gold
C101295,39.0,Female,Ahmedabad,2023-01-30,Silver
C101296,18.0,Male,Lucknow,2023-06-20,Silver
C101297,25.0,Female,Bengaluru,2023-03-01,New
C101298,21.0,Male,Mumbai,2024-03-06,Silver
C101299,22.0,Female,Kolkata,2025-08-17,Gold
C101300,31.0,Female,Delhi NCR,2023-03-15,Silver
C101301,18.0,Female,Lucknow,2025-10-01,Gold
C101302,37.0,Female,Pune,2025-06-14,New
C101303,38.0,Female,Bengaluru,2023-01-06,New
C101304,29.0,Female,Delhi NCR,2023-01-16,Platinum
C101305,18.0,Female,Delhi NCR,2025-07-16,New
C101306,22.0,Male,Hyderabad,2024-08-25,Silver
C101307,42.0,Male,Bengaluru,2023-06-29,Silver
C101308,18.0,Female,Kolkata,2025-09-09,Platinum
C101309,28.0,Male,Pune,2024-08-01,New
C101310,20.0,Female,Bengaluru,2024-10-16,New
C101311,38.0,Female,Mumbai,2024-11-29,Gold
C101312,25.0,Male,Bengaluru,2023-07-27,Silver
C101313,35.0,Female,Delhi NCR,2024-01-05,Silver
C101314,36.0,Female,Pune,2023-05-13,New
C101315,48.0,Female,Hyderabad,2024-06-28,Silver
C101316,29.0,Female,Kolkata,2025-10-13,Platinum
C101317,34.0,Female,Bengaluru,2024-10-08,Silver
C101318,18.0,Female,Mumbai,2024-12-13,Platinum
C101319,42.0,Female,Kolkata,2023-07-19,Platinum
C101320,24.0,Male,Pune,2024-07-12,Silver
C101321,26.0,Female,Pune,2025-10-21,Silver
C101322,31.0,Female,Bengaluru,2023-04-01,Silver
C101323,18.0,Male,Kolkata,2023-07-29,Gold
C101324,33.0,Male,Mumbai,2025-01-11,Silver
C101325,40.0,Female,Bengaluru,2023-01-11,New
C101326,34.0,Male,Chennai,2023-08-01,Platinum
C101327,18.0,Female,Delhi NCR,2025-08-30,Silver
C101328,30.0,Male,Chennai,2023-01-20,Gold
C101329,,Male,Mumbai,2024-03-18,Silver
C101330,18.0,Female,Delhi NCR,2023-12-06,Silver
C101331,21.0,Male,Delhi NCR,2024-02-15,Silver
C101332,39.0,Male,Kolkata,2023-09-23,Gold
C101333,33.0,Female,Chennai,2023-10-11,New
C101334,35.0,Male,Mumbai,2025-02-22,Silver
C101335,48.0,Male,Delhi NCR,2023-01-27,Gold
C101336,35.0,Female,Mumbai,2023-05-14,Platinum
C101337,37.0,Female,Delhi NCR,2023-09-30,New
C101338,55.0,Female,Chennai,2025-05-01,New
C101339,29.0,Male,Delhi NCR,2024-02-10,Silver
C101340,24.0,Male,Delhi NCR,2023-02-05,New
C101341,35.0,Female,Delhi NCR,2024-06-19,New
C101342,35.0,Female,Hyderabad,2024-10-08,Silver
C101343,26.0,Male,Pune,2024-04-16,Silver
C101344,22.0,Female,Pune,2023-04-02,Silver
C101345,52.0,Male,Hyderabad,2025-06-24,New
C101346,34.0,Female,Jaipur,2025-06-02,Platinum
C101347,24.0,Female,Bengaluru,2025-07-27,Silver
C101348,39.0,Female,Kolkata,2025-09-19,Gold
C101349,30.0,Female,Pune,2023-11-23,New
C101350,29.0,Male,Delhi NCR,2024-03-10,Gold
C101351,36.0,Female,Kolkata,2025-09-15,Gold
C101352,19.0,Male,Hyderabad,2024-04-08,New
C101353,34.0,Female,Pune,2025-06-09,Silver
C101354,48.0,Female,Delhi NCR,2024-10-29,Silver
C101355,35.0,Male,Bengaluru,2025-08-13,Silver
C101356,28.0,Male,Ahmedabad,2023-01-11,Gold
C101357,26.0,Male,Delhi NCR,2024-12-28,New
C101358,27.0,Male,Delhi NCR,2025-04-04,Silver
C101359,29.0,Male,Mumbai,2023-07-24,Platinum
C101360,28.0,Female,Bengaluru,2025-01-27,New
C101361,39.0,Male,Kolkata,2023-07-21,New
C101362,18.0,Female,Pune,2025-07-20,New
C101363,39.0,Female,Ahmedabad,2025-07-24,Platinum
C101364,28.0,Female,Bengaluru,2023-01-04,New
C101365,34.0,Male,Bengaluru,2024-06-06,New
C101366,21.0,Female,Mumbai,2024-01-29,Silver
C101367,43.0,Female,Delhi NCR,2025-07-06,Gold
C101368,42.0,Female,Chennai,2023-11-26,Silver
C101369,40.0,Female,Delhi NCR,2025-01-12,Platinum
C101370,18.0,Female,Mumbai,2023-05-01,New
C101371,38.0,Male,Ahmedabad,2023-08-07,Silver
C101372,35.0,Female,Hyderabad,2025-10-11,Silver
C101373,18.0,Male,Delhi NCR,2024-02-01,New
C101374,31.0,Female,Pune,2025-02-27,Gold
C101375,34.0,Male,Bengaluru,2025-09-23,Silver
C101376,36.0,Male,Kolkata,2025-09-21,New
C101377,33.0,Male,Pune,2023-01-21,New
C101378,34.0,Male,Delhi NCR,2023-08-28,New
C101379,44.0,Female,Delhi NCR,2025-01-06,Gold
C101380,42.0,Male,Mumbai,2025-08-12,New
C101381,18.0,Female,Pune,2025-10-05,Gold
C101382,28.0,Male,Bengaluru,2025-01-11,New
C101383,30.0,Female,Chennai,2023-04-18,Platinum
C101384,18.0,Male,Bengaluru,2025-02-03,Gold
C101385,32.0,Male,Mumbai,2023-10-08,New
C101386,42.0,Male,Delhi NCR,2025-04-12,New
C101387,21.0,Female,Delhi NCR,2024-07-17,Gold
C101388,34.0,Other,Bengaluru,2023-07-09,New
C101389,23.0,Female,Hyderabad,2025-05-19,New
C101390,25.0,Male,Jaipur,2025-10-15,Gold
C101391,44.0,Male,Mumbai,2024-06-05,Gold
C101392,26.0,Male,Pune,2025-04-16,Gold
C101393,35.0,Male,Delhi NCR,2023-03-03,Gold
C101394,18.0,Female,Pune,2023-10-07,Silver
C101395,48.0,Male,Delhi NCR,2023-05-11,Gold
C101396,36.0,Female,Pune,2023-10-20,New
C101397,29.0,Female,Delhi NCR,2024-01-23,Gold
C101398,36.0,Male,Delhi NCR,2024-03-20,Silver
C101399,18.0,Male,Hyderabad,2023-11-29,Silver
C101400,42.0,Male,Mumbai,2024-07-15,Platinum
C101401,28.0,Male,Bengaluru,2023-08-15,Silver
C101402,29.0,Male,Mumbai,2023-12-25,Silver
C101403,27.0,Female,Jaipur,2025-05-15,Silver
C101404,26.0,Male,Mumbai,2024-08-02,New
C101405,37.0,Female,Hyderabad,2023-01-28,New
C101406,33.0,Female,Kolkata,2023-12-05,Platinum
C101407,37.0,Female,Pune,2025-05-04,New
C101408,31.0,Female,Mumbai,2023-07-05,Silver
C101409,36.0,Male,Hyderabad,2025-08-07,Silver
C101410,27.0,Male,Delhi NCR,2023-11-01,Gold
C101411,51.0,Male,Hyderabad,2024-10-11,Gold
C101412,18.0,Female,Bengaluru,2024-05-04,New
C101413,42.0,Female,Chennai,2024-10-06,New
C101414,43.0,Male,Kolkata,2025-04-01,Silver
C101415,23.0,Male,Delhi NCR,2023-06-03,New
C101416,51.0,Male,Delhi NCR,2023-12-29,Silver
C101417,40.0,Male,Bengaluru,2024-08-08,New
C101418,40.0,Female,Hyderabad,2023-09-26,New
C101419,31.0,Male,Mumbai,2024-01-22,Platinum
C101420,29.0,Male,Hyderabad,2025-07-01,Platinum
C101421,29.0,Male,Bengaluru,2023-08-24,Gold
C101422,35.0,Male,Jaipur,2023-07-15,New
C101423,44.0,Male,Bengaluru,2024-08-23,Platinum
C101424,33.0,Female,Delhi NCR,2023-04-13,Silver
C101425,23.0,Male,Mumbai,2023-01-02,Platinum
C101426,38.0,Female,Hyderabad,2025-06-14,New
C101427,39.0,Male,Mumbai,2023-10-12,New
C101428,37.0,Male,Mumbai,2023-05-05,Silver
C101429,38.0,Male,Mumbai,2024-11-06,Gold
C101430,29.0,Male,Chennai,2024-05-10,New
C101431,23.0,Male,Jaipur,2024-04-13,New
C101432,23.0,Male,Mumbai,2024-03-27,Silver
C101433,18.0,Female,Delhi NCR,2023-05-31,Platinum
C101434,33.0,Female,Bengaluru,2025-06-03,Gold
C101435,30.0,Female,Mumbai,2023-01-02,Platinum
C101436,27.0,Male,Lucknow,2024-05-12,Silver
C101437,18.0,Female,Bengaluru,2023-10-06,Gold
C101438,20.0,Female,Pune,2024-10-22,Silver
C101439,41.0,Male,Ahmedabad,2024-07-19,New
C101440,25.0,Male,Hyderabad,2024-02-01,Silver
C101441,34.0,Male,Mumbai,2024-07-04,Silver
C101442,18.0,Female,Hyderabad,2023-08-22,Silver
C101443,44.0,Male,Bengaluru,2023-05-16,New
C101444,30.0,Male,Bengaluru,2025-07-21,Gold
C101445,34.0,Other,Lucknow,2024-09-24,Gold
C101446,52.0,Male,Mumbai,2024-11-04,New
C101447,,Female,Bengaluru,2025-10-25,Platinum
C101448,28.0,Female,Delhi NCR,2025-07-20,New
C101449,26.0,Female,Delhi NCR,2024-08-25,New
C101450,,Female,Hyderabad,2025-03-27,New
C101451,36.0,Male,Chennai,2024-06-27,Silver
C101452,30.0,Female,Hyderabad,2023-09-03,New
C101453,27.0,Female,Mumbai,2024-10-03,Silver
C101454,44.0,Female,Delhi NCR,2025-07-29,Gold
C101455,30.0,Male,Bengaluru,2025-06-25,Silver
C101456,52.0,Male,Bengaluru,2024-06-04,Gold
C101457,32.0,Male,Chennai,2025-09-01,Platinum
C101458,47.0,Male,Pune,2023-07-23,Silver
C101459,34.0,Female,Kolkata,2023-02-12,New
C101460,40.0,Female,Chennai,2024-02-20,New
C101461,24.0,Female,Mumbai,2023-07-31,Silver
C101462,23.0,Female,Hyderabad,2025-09-13,Silver
C101463,35.0,Male,Chennai,2023-04-30,Silver
C101464,40.0,Male,Jaipur,2024-07-04,Silver
C101465,31.0,Male,Bengaluru,2025-03-06,Silver
C101466,19.0,Male,Pune,2023-04-25,New
C101467,19.0,Male,Bengaluru,2023-02-16,New
C101468,18.0,Male,Chennai,2024-07-24,New
C101469,18.0,Male,Ahmedabad,2025-07-18,Gold
C101470,32.0,Female,Ahmedabad,2023-01-17,Silver
C101471,,Male,Delhi NCR,2023-01-22,Silver
C101472,31.0,Male,Delhi NCR,2025-08-11,Silver
C101473,18.0,Male,Chennai,2024-09-12,Silver
C101474,29.0,Female,Hyderabad,2024-12-23,New
C101475,30.0,Female,Ahmedabad,2023-10-11,New
C101476,50.0,Male,Mumbai,2023-11-18,New
C101477,18.0,Male,Kolkata,2024-04-29,New
C101478,27.0,Female,Pune,2023-08-09,New
C101479,46.0,Female,Delhi NCR,2024-03-31,Gold
C101480,35.0,Female,Delhi NCR,2025-09-09,New
C101481,36.0,Male,Pune,2025-02-10,New
C101482,32.0,Female,Delhi NCR,2025-06-14,New
C101483,34.0,Female,Chennai,2024-05-26,New
C101484,38.0,Male,Hyderabad,2025-03-22,New
C101485,24.0,Female,Bengaluru,2024-03-09,New
C101486,39.0,Male,Mumbai,2024-09-27,New
C101487,19.0,Female,Lucknow,2025-01-22,Platinum
C101488,34.0,Male,Pune,2025-04-29,New
C101489,33.0,Male,Chennai,2025-08-11,New
C101490,25.0,Female,Chennai,2023-04-19,Silver
C101491,31.0,Female,Hyderabad,2025-03-28,New
C101492,25.0,Male,Jaipur,2024-12-31,Silver
C101493,21.0,Other,Hyderabad,2025-01-28,Silver
C101494,28.0,Male,Bengaluru,2023-01-16,Gold
C101495,21.0,Male,Mumbai,2024-05-17,Platinum
C101496,34.0,Female,Mumbai,2025-09-16,Silver
C101497,21.0,Male,Chennai,2025-07-16,New
C101498,37.0,Male,Mumbai,2023-08-26,Silver
C101499,20.0,Female,Pune,2024-05-15,New
C101500,26.0,Male,Jaipur,2025-06-08,Gold
C101501,25.0,Male,Bengaluru,2025-08-16,New
C101502,43.0,Male,Delhi NCR,2023-12-08,Silver
C101503,34.0,Female,Pune,2025-04-07,New
C101504,29.0,Male,Delhi NCR,2025-05-09,Silver
C101505,35.0,Male,Chennai,2023-06-04,New
C101506,18.0,Female,Bengaluru,2023-02-02,New
C101507,31.0,Male,Bengaluru,2023-02-18,Silver
C101508,49.0,Male,Hyderabad,2023-05-30,Silver
C101509,32.0,Female,Bengaluru,2025-02-02,New
C101510,32.0,Female,Mumbai,2024-02-06,New
C101511,36.0,Male,Mumbai,2024-12-07,Gold
C101512,39.0,Female,Bengaluru,2023-04-03,Silver
C101513,18.0,Female,Ahmedabad,2024-09-12,Silver
C101514,18.0,Male,Delhi NCR,2025-02-06,Silver
C101515,33.0,Female,Mumbai,2025-10-02,Silver
C101516,25.0,Female,Delhi NCR,2023-11-25,Silver
C101517,43.0,Female,Bengaluru,2024-07-15,New
C101518,28.0,Female,Delhi NCR,2024-05-12,Silver
C101519,18.0,Female,Chennai,2023-12-25,Silver
C101520,20.0,Other,Delhi NCR,2024-10-20,New
C101521,18.0,Female,Pune,2024-08-04,Gold
C101522,29.0,Female,Mumbai,2025-05-07,New
C101523,29.0,Female,Bengaluru,2023-01-30,New
C101524,27.0,Female,Delhi NCR,2023-08-17,Gold
C101525,41.0,Female,Chennai,2024-08-19,Gold
C101526,42.0,Male,Jaipur,2024-08-13,New
C101527,29.0,Male,Mumbai,2025-07-18,Silver
C101528,18.0,Female,Jaipur,2024-11-26,New
C101529,37.0,Male,Mumbai,2023-01-05,Gold
C101530,36.0,Female,Hyderabad,2024-05-18,Silver
C101531,34.0,Female,Pune,2025-05-20,Gold
C101532,40.0,Female,Delhi NCR,2025-06-18,New
C101533,21.0,Male,Bengaluru,2025-04-05,New
C101534,49.0,Female,Delhi NCR,2024-05-06,Gold
C101535,22.0,Male,Pune,2023-04-20,New
C101536,38.0,Male,Bengaluru,2023-08-08,New
C101537,18.0,Male,Ahmedabad,2025-05-22,Silver
C101538,23.0,Male,Mumbai,2023-12-17,Silver
C101539,45.0,Female,Ahmedabad,2025-02-25,New
C101540,29.0,Female,Delhi NCR,2023-02-07,Silver
C101541,39.0,Female,Hyderabad,2024-05-20,New
C101542,33.0,Male,Mumbai,2025-09-05,Silver
C101543,30.0,Male,Delhi NCR,2023-09-10,Gold
C101544,43.0,Male,Delhi NCR,2023-02-01,Silver
C101545,29.0,Female,Pune,2023-10-24,Silver
C101546,18.0,Female,Mumbai,2023-03-06,Silver
C101547,24.0,Male,Hyderabad,2024-09-22,New
C101548,36.0,Male,Lucknow,2023-07-17,Gold
C101549,35.0,Male,Mumbai,2023-09-11,Gold
C101550,18.0,Female,Delhi NCR,2024-08-28,Gold
C101551,24.0,Male,Delhi NCR,2023-12-02,Platinum
C101552,26.0,Male,Delhi NCR,2024-11-01,Silver
C101553,28.0,Male,Bengaluru,2025-08-16,Silver
C101554,19.0,Male,Chennai,2025-08-17,New
C101555,25.0,Male,Mumbai,2025-01-21,Platinum
C101556,24.0,Male,Delhi NCR,2025-09-24,Silver
C101557,38.0,Female,Pune,2025-01-28,New
C101558,38.0,Male,Mumbai,2023-03-11,Gold
C101559,30.0,Male,Hyderabad,2025-09-11,Silver
C101560,27.0,Female,Jaipur,2024-08-06,Platinum
C101561,32.0,Male,Mumbai,2023-01-06,Gold
C101562,24.0,Female,Bengaluru,2024-10-01,Gold
C101563,21.0,Female,Chennai,2023-09-09,Silver
C101564,23.0,Male,Pune,2024-07-04,Silver
C101565,25.0,Female,Chennai,2024-11-08,Gold
C101566,21.0,Female,Chennai,2023-01-29,New
C101567,32.0,Female,Hyderabad,2024-03-27,New
C101568,38.0,Male,Hyderabad,2023-02-27,Platinum
C101569,18.0,Male,Pune,2023-04-27,Gold
C101570,31.0,Male,Pune,2023-08-06,Platinum
C101571,29.0,Other,Pune,2025-03-15,New
C101572,34.0,Female,Bengaluru,2024-03-01,New
C101573,31.0,Male,Kolkata,2023-02-18,Gold
C101574,18.0,Female,Mumbai,2025-02-08,New
C101575,20.0,Male,Delhi NCR,2024-07-14,Silver
C101576,31.0,Male,Mumbai,2023-05-26,New
C101577,40.0,Female,Mumbai,2024-08-02,Gold
C101578,18.0,Male,Pune,2023-09-14,Silver
C101579,34.0,Female,Mumbai,2024-10-17,New
C101580,42.0,Female,Pune,2025-09-03,Silver
C101581,30.0,Female,Bengaluru,2023-11-22,New
C101582,36.0,Female,Delhi NCR,2025-02-06,Gold
C101583,25.0,Male,Mumbai,2023-01-25,Silver
C101584,30.0,Female,Bengaluru,2024-02-24,Silver
C101585,18.0,Female,Chennai,2025-07-04,Silver
C101586,18.0,Male,Bengaluru,2023-03-18,New
C101587,39.0,Male,Mumbai,2025-08-15,New
C101588,22.0,Male,Mumbai,2023-04-07,Platinum
C101589,27.0,Male,Delhi NCR,2024-05-11,Silver
C101590,19.0,Male,Delhi NCR,2023-07-06,Silver
C101591,18.0,Male,Lucknow,2023-01-22,New
C101592,29.0,Female,Delhi NCR,2023-12-26,Platinum
C101593,24.0,Male,Delhi NCR,2024-08-21,Gold
C101594,34.0,Male,Kolkata,2025-01-14,New
C101595,35.0,Male,Pune,2023-11-22,Silver
C101596,34.0,Male,Bengaluru,2024-05-22,Silver
C101597,33.0,Other,Pune,2023-07-07,Gold
C101598,45.0,Male,Jaipur,2025-01-21,Platinum
C101599,21.0,Male,Delhi NCR,2023-06-24,Gold
C101600,31.0,Male,Mumbai,2025-06-05,Gold
C101601,41.0,Male,Kolkata,2023-07-04,Silver
C101602,42.0,Female,Chennai,2024-11-14,New
C101603,18.0,Female,Lucknow,2023-12-07,Silver
C101604,28.0,Male,Mumbai,2025-10-23,Gold
C101605,,Female,Jaipur,2023-10-17,New
C101606,36.0,Male,Mumbai,2025-09-04,Silver
C101607,33.0,Female,Pune,2025-05-11,New
C101608,29.0,Female,Ahmedabad,2024-04-27,New
C101609,28.0,Male,Delhi NCR,2024-05-25,Gold
C101610,34.0,Female,Delhi NCR,2023-12-31,New
C101611,29.0,Female,Hyderabad,2024-03-16,Gold
C101612,31.0,Male,Kolkata,2024-04-24,New
C101613,32.0,Other,Delhi NCR,2023-05-31,Silver
C101614,25.0,Female,Kolkata,2023-11-29,Gold
C101615,36.0,Male,Mumbai,2025-06-21,Gold
C101616,57.0,Female,Bengaluru,2025-10-05,Gold
C101617,,Female,Mumbai,2023-02-26,New
C101618,34.0,Male,Ahmedabad,2025-01-24,New
C101619,24.0,Male,Delhi NCR,2023-09-04,Gold
C101620,36.0,Female,Hyderabad,2024-11-04,Gold
C101621,31.0,Female,Delhi NCR,2024-10-02,Gold
C101622,38.0,Male,Ahmedabad,2025-06-24,Gold
C101623,42.0,Male,Chennai,2024-12-24,New
C101624,33.0,Male,Mumbai,2025-04-28,New
C101625,41.0,Female,Mumbai,2025-04-05,Platinum
C101626,18.0,Female,Bengaluru,2024-10-28,Silver
C101627,45.0,Male,Bengaluru,2024-02-27,Gold
C101628,34.0,Female,Kolkata,2023-12-14,Silver
C101629,41.0,Female,Hyderabad,2023-12-24,Platinum
C101630,20.0,Female,Bengaluru,2024-01-05,Gold
C101631,24.0,Male,Pune,2023-10-25,New
C101632,32.0,Female,Bengaluru,2023-11-17,Gold
C101633,31.0,Male,Delhi NCR,2024-08-08,New
C101634,34.0,Male,Delhi NCR,2023-10-06,Silver
C101635,41.0,Female,Mumbai,2023-12-26,Gold
C101636,18.0,Female,Hyderabad,2024-12-31,New
C101637,40.0,Male,Delhi NCR,2023-12-04,New
C101638,31.0,Female,Hyderabad,2023-04-20,Silver
C101639,29.0,Female,Mumbai,2023-01-18,Platinum
C101640,18.0,Male,Pune,2025-02-27,New
C101641,36.0,Male,Delhi NCR,2025-09-03,Silver
C101642,18.0,Female,Bengaluru,2024-12-04,Silver
C101643,37.0,Female,Delhi NCR,2023-03-04,Silver
C101644,18.0,Male,Mumbai,2024-08-03,Gold
C101645,31.0,Female,Delhi NCR,2023-10-06,Silver
C101646,30.0,Female,Bengaluru,2023-11-27,Gold
C101647,42.0,Female,Chennai,2025-08-07,Gold
C101648,29.0,Female,Delhi NCR,2025-04-29,Platinum
C101649,25.0,Male,Chennai,2025-01-27,Gold
C101650,26.0,Male,Hyderabad,2024-05-30,New
C101651,42.0,Male,Bengaluru,2024-08-18,Gold
C101652,36.0,Female,Hyderabad,2025-08-01,Silver
C101653,28.0,Female,Mumbai,2024-11-11,New
C101654,29.0,Female,Pune,2024-08-19,Silver
C101655,18.0,Male,Chennai,2023-04-10,Gold
C101656,34.0,Female,Chennai,2025-10-23,New
C101657,18.0,Male,Mumbai,2025-04-12,Silver
C101658,38.0,Male,Pune,2024-01-11,Silver
